Program,City,State,ZIP
Family Spirit,San Felipe,NM,87001
Family Spirit,Santo Domingo,NM,87052
Family Spirit,Taos,NM,87571
Family Spirit,Oklahoma City,OK,73127
Family Spirit,Grove,OK,74345
Family Spirit,Eugene,OR,97402
Family Spirit,Portland,OR,97205
Family Spirit,Pendleton,OR,97801
Family Spirit,Eagle Butte,SD,57625
Family Spirit,Rapid City,SD,57702
Family Spirit,Blanding,UT,84511
Family Spirit,Montezuma Creek,UT,84534
Family Spirit,Port Angeles,WA,98364
Family Spirit,Bellingham,WA,98226
Family Spirit,Lac du Flambeau,WI,54538
Family Spirit,Arapaho,WY,82570
HFA,Huntsville,AL,35801
HFA,Little Rock,AR,72204
HFA,Stuttgart,AR,72160
HFA,Hot Springs,AR,71901
HFA,Mena,AR,71953
HFA,Harrison,AR,72601
HFA,Malvern,AR,72104
HFA,Huntsville,AR,72740
HFA,Springdale,AR,72764
HFA,Paragould,AR,72450
HFA,Springdale,AR,72764
HFA,Clinton,AR,72031
HFA,Hardy,AR,72542
HFA,Conway,AR,72034
HFA,Pago Pago,AS,96799
HFA,Casa Grande,AZ,85122
HFA,Sierra Vista/Nogales,AZ,85635
HFA,Cottonwood,AZ,86326
HFA,Lake Havasu City,AZ,86403
HFA,Flagstaff,AZ,86004
HFA,Tuba City/Winslow,AZ,86047
HFA,Phoenix,AZ,85018
HFA,Tucson,AZ,85716
HFA,Prescott Valley,AZ,86314
HFA,Safford,AZ,85546
HFA,Yuma,AZ,85364
HFA,Kingman/Bullhead City,AZ,85442
HFA,Lancaster,CA,93534
HFA,Nevada City,CA,95959
HFA,Davis,CA,95616
HFA,Oroville,CA,95966
HFA,Napa,CA,94559
HFA,Madera,CA,93638
HFA,El Centro,CA,92243
HFA,Riverside/San Bernadino,CA,92509
HFA,Fairfield,CA,94533
HFA,Escondido,CA,92025
HFA,San Diego,CA,92105
HFA,El Cajon,CA,92020
HFA,Chula Vista,CA,91910
HFA,Martinez,CA,94553
HFA,South El Monte,CA,91733
HFA,Inglewood,CA,90303
HFA,Los Angeles,CA,90262
HFA,Los Angeles,CA,90007
HFA,Palmdale,CA,93551
HFA,Long Beach,CA,90807
HFA,Long Beach,CA,90813
HFA,Los Angeles,CA,90004
HFA,Long Beach,CA,90806
HFA,El Monte,CA,91731
HFA,Long Beach,CA,90502
HFA,San Leandro,CA,94577
HFA,Red Bluff,CA,96080
HFA,Marysville,CA,95901
HFA,Rohnert Park,CA,94928
HFA,Los Angeles,CA,90003
HFA,Ukiah,CA,95482
HFA,Merced,CA,95341
HFA,Lancaster,CA,93534
HFA,Glenwood Springs,CO,81601
HFA,Washington,DC,20009
HFA,Washington,DC,20012
HFA,Washington,DC,20032
HFA,Dover,DE,19901
HFA,Wilmington,DE,19802
HFA,Bartow,FL,33830
HFA,Jacksonville,FL,33206
HFA,Kissimmee,FL,34741
HFA,Miami,FL,33136
HFA,Orlando,FL,32806
HFA,Sanford,FL,32773
HFA,Sarasota,FL,34235
HFA,Largo,FL,33774
HFA,Tampa,FL,33607
HFA,Palatka,FL,32177
HFA,Carrabelle,FL,32322
HFA,Bradenton,FL,34208
HFA,Hudson,FL,34667
HFA,Daytona Beach,FL,32114
HFA,Ft. Myers,FL,33901
HFA,Fort Pierce,FL,34950
HFA,Hollywood,FL,33020
HFA,Gainesville,FL,32605
HFA,St. Augustine,FL,32072
HFA,Key West,FL,33040
HFA,LaBelle,FL,33975
HFA,Marianna,FL,32446
HFA,Cocoa,FL,32922
HFA,Milton,FL,32570
HFA,Panama City,FL,32405
HFA,Pensacola,FL,32503
HFA,Port Charlotte,FL,33952
HFA,St. Augustine,FL,32086
HFA,Stuart,FL,34994
HFA,Tallahassee,FL,32314
HFA,Ocala,FL,34478
HFA,Vero Beach,FL,32960
HFA,West Palm Beach,FL,33406
HFA,Arcadia,FL,34266
HFA,Bronson,FL,32621
HFA,Crystal River,FL,34429
HFA,Sebring,FL,33875
HFA,Greeneville,FL,32340
HFA,Brunswick,GA,31520
HFA,Cordele,GA,31015
HFA,Watkinsville,GA,30677
HFA,Dalton,GA,30721
HFA,Columbus,GA,31907
HFA,Warner Robins,GA,31093
HFA,Savannah,GA,31406
HFA,Mangilao,GU,96913
HFA,Ewa Beach,HI,96706
HFA,Hilo,HI,96720
HFA,Wailuku,HI,96793
HFA,Lihue,HI,96766
HFA,Honolulu,HI,96819
HFA,,HI,96763
HFA,Webster City,IA,50595
HFA,Sioux City,IA,51105
HFA,Sioux City,IA,51101
HFA,Des Moines,IA,50311
HFA,Fort Madison,IA,52627
HFA,Independence,IA,50644
HFA,Fairfield,IA,52557
HFA,Sioux City,IA,51106
HFA,Waterloo,IA,50702
HFA,Davenport,IA,52802
HFA,Orange City,IA,51041
HFA,Rock Rapids,IA,51246
HFA,Cherokee,IA,51012
HFA,Clinton,IA,52732
HFA,Clarinda,IA,51632
HFA,Albia,IA,52531
HFA,Forest City,IA,50436
HFA,Ottumwa,IA,52501
HFA,Mason City,IA,50401
HFA,Chicago,IL,60623
HFA,Arlington Heights,IL,60004
HFA,Glen Ellyn,IL,60137
HFA,Chicago,IL,60612
HFA,Chicago,IL,60616
HFA,Chicago,IL,60634
HFA,Aurora,IL,60506
HFA,Carterville,IL,62918
HFA,Bloomington,IL,61701
HFA,Moline,IL,61265
HFA,Peoria,IL,61603
HFA,Glendale Heights,IL,60139
HFA,Chicago,IL,60610
HFA,Rockford,IL,61103
HFA,Pontiac,IL,61764
HFA,Chicago Heights,IL,60466
HFA,Aurora,IL,60505
HFA,Vandalia,IL,62471
HFA,Flora,IL,62839
HFA,Springfield,IL,62703
HFA,Watseka,IL,60970
HFA,Chicago,IL,60608
HFA,Sterling,IL,61081
HFA,Greenville,IL,62246
HFA,Sycamore,IL,60178
HFA,Waukegan,IL,60087
HFA,Rockford,IL,61108
HFA,Wheaton,IL,60187
HFA,Chicago,IL,60636
HFA,Granite City,IL,62040
HFA,Decatur,IL,62521
HFA,Normal,IL,61761
HFA,Chicago,IL,60657
HFA,Freeport,IL,61032
HFA,Chicago,IL,60651
HFA,Carlinville,IL,62626
HFA,Quincy,IL,62301
HFA,Joliet,IL,60432
HFA,Kankakee,IL,60901
HFA,Danville,IL,61832
HFA,Vincennes,IN,47591
HFA,Anderson,IN,46016
HFA,Attica,IN,47918
HFA,Auburn,IN,46706
HFA,Indianapolis,IN,46208
HFA,Bluffton,IN,46714
HFA,Jeffersonville,IN,47130
HFA,Bloomington,IN,47404
HFA,Corydon,IN,47112
HFA,Danville,IN,46122
HFA,Decatur,IN,46733
HFA,Elkhart,IN,46517
HFA,Greencastle,IN,46135
HFA,Fort Wayne,IN,46802
HFA,Mooresville,IN,46158
HFA,Indianapolis,IN,46203
HFA,Portage,IN,46368
HFA,Indianapolis,IN,46226
HFA,Jasper,IN,47546
HFA,Kokomo,IN,46901
HFA,Lafayette,IN,47904
HFA,,IN,46307
HFA,Paoli,IN,47454
HFA,Marion,IN,46952
HFA,Muncie,IN,47304
HFA,Jeffersonville,IN,47130
HFA,Valparaiso,IN,46385
HFA,Michigan City,IN,46360
HFA,Evansville,IN,47713
HFA,Bloomington,IN,47404
HFA,Logansport,IN,46947
HFA,Richmond,IN,47374
HFA,Shelbyville,IN,46176
HFA,South Bend,IN,46601
HFA,Tell City,IN,47586
HFA,Terre Haute,IN,47804
HFA,Washington,IN,47501
HFA,Hammond,IN,46996
HFA,Greensburg,IN,47240
HFA,Indianapolis,IN,46205
HFA,Portland,IN,47371
HFA,Jeffersonville,IN,47130
HFA,Warsaw,IN,46580
HFA,Princeton,IN,47670
HFA,Greenfield,IN,46140
HFA,Topeka,KS,66606
HFA,Hutchinson,KS,67501
HFA,Wichita,KS,67203
HFA,Emporia,KS,66801
HFA,Lawrence,KS,66044
HFA,Independence,KS,67301
HFA,Overland Park,KS,66202
HFA,Kansas City,KS,66101
HFA,Worcester,MA,01602
HFA,Brockton,MA,02301
HFA,Chelsea,MA,02150
HFA,Medford,MA,02155
HFA,Fall River,MA,02721
HFA,Falmouth,MA,02540
HFA,Gardner,MA,01440
HFA,Greenfield,MA,01301
HFA,Haverhill,MA,01830
HFA,Weymouth,MA,02188
HFA,Holyoke,MA,01040
HFA,Lawrence,MA,01840
HFA,Lowell,MA,01852
HFA,Lynn,MA,01902
HFA,Milford,MA,01757
HFA,New Bedford,MA,02740
HFA,Waltham,MA,02451
HFA,Northampton,MA,01060
HFA,North Adams,MA,01247
HFA,Kingston,MA,02364
HFA,Springfield,MA,01103
HFA,Taunton,MA,02780
HFA,Southbridge,MA,01550
HFA,Jamaica Plain,MA,02130
HFA,Chelsea,MA,02150
HFA,Towson,MD,21286
HFA,Huntingtown,MD,20639
HFA,LaPlata,MD,20646
HFA,Gaithersburg,MD,20877
HFA,Frederick,MD,21701
HFA,Oakland,MD,21550
HFA,Princess Anne,MD,21853
HFA,Adelphi,MD,20783
HFA,Cambridge,MD,21613
HFA,Hagerstown,MD,21742
HFA,Centreville,MD,21617
HFA,Baltimore,MD,21217
HFA,Salisbury,MD,21801
HFA,Columbia,MD,21044
HFA,Baltimore,MD,21205
HFA,Baltimore,MD,21223
HFA,Baltimore,MD,21218
HFA,Baltimore,MD,21215
HFA,Colmar Manor,MD,20722
HFA,Aberdeen,MD,21078
HFA,Cumberland,MD,21502
HFA,Muskegon,MI,49441
HFA,Grand Rapids,MI,49504
HFA,Howell,MI,48843
HFA,Wayne,MI,48219
HFA,Kalamazoo,MI,49048
HFA,Saginaw,MI,48603
HFA,Charlevoix,MI,49720
HFA,Manistique,MI,49854
HFA,Alpena,MI,49707
HFA,,MN,56031
HFA,West St. Paul,MN,55118
HFA,Minneapolis,MN,55413
HFA,Maplewood,MN,55109
HFA,Rochester,MN,55904
HFA,Austin,MN,55912
HFA,Anoka,MN,55303
HFA,Mora,MN,55051
HFA,Bagley,MN,56621
HFA,Newfolden,MN,56738
HFA,Detroit Lakes,MN,56501
HFA,Waite Park,MN,56387
HFA,Milaca,MN,56353
HFA,Buffalo,MN,55313
HFA,Grand Rapids,MN,55744
HFA,Elk River,MN,55330
HFA,Cloquet,MN,55720
HFA,Fergus Falls,MN,56537
HFA,Pine River,MN,56474
HFA,Virginia,MN,55792
HFA,Pine City,MN,55063
HFA,Kansas City,MO,64119
HFA,Rolla,MO,65401
HFA,Ellington,MO,63638
HFA,St. Louis,MO,63119
HFA,Columbia,MO,65203
HFA,Springfield,MO,65806
HFA,Kansas City,MO,64111
HFA,Moberly,MO,65270
HFA,Independence,MO,64055
HFA,St. James,MO,65559
HFA,Independence,MO,64057
HFA,Columbia,MO,65202
HFA,Saipan,MP,96950
HFA,Jackson,MS,39216
HFA,Jackson,MS,39609
HFA,Jackson,MS,39086
HFA,Jackson,MS,38761
HFA,Jackson,MS,39350
HFA,,MS,39059
HFA,Jackson,MS,38614
HFA,Jackson,MS,38676
HFA,Jackson,MS,38745
HFA,Jackson,MS,38721
HFA,Jackson,MS,38754
HFA,,MS,38924
HFA,Jackson,MS,38920
HFA,Jackson,MS,38701
HFA,Durham,NC,27701
HFA,Morganton,NC,28655
HFA,Charlotte,NC,28211
HFA,Burnsville,NC,28714
HFA,Wilson,NC,27894
HFA,Grand Forks,ND,58201
HFA,Bismarck,ND,58301
HFA,Lincoln,NE,68510
HFA,Scottsbluff,NE,69361
HFA,Auburn,NE,68305
HFA,Omaha,NE,68105
HFA,Omaha,NE,68144
HFA,Pender,NE,68047
HFA,Beatrice,NE,68310
HFA,Gorham,NH,03581
HFA,Wolfeboro,NH,03894
HFA,Manchester,NH,03101
HFA,Claremont,NH,03743
HFA,Dover,NH,03821
HFA,Keene,NH,03431
HFA,Laconia,NH,03246
HFA,Atlantic City,NJ,08401
HFA,Newark,NJ,07052
HFA,Fair Lawn,NJ,07410
HFA,Elizabeth,NJ,07208
HFA,Burlington,NJ,08060
HFA,Lakewood,NJ,08701
HFA,Glassboro,NJ,08024
HFA,Camden,NJ,08021
HFA,Swainton,NJ,08210
HFA,Trenton,NJ,08618
HFA,Newton,NJ,07860
HFA,Phillipsburg,NJ,08865
HFA,North Brunswick,NJ,08902
HFA,Albany,NY,12207
HFA,New York,NY,10027
HFA,Poughkeepsie,NY,12601
HFA,New York,NY,11432
HFA,Olean,NY,14760
HFA,Utica,NY,13501
HFA,Elmira,NY,14901
HFA,Bronx,NY,10468
HFA,New York,NY,11221
HFA,Plattsburgh,NY,12903
HFA,Niagara Falls,NY,14305
HFA,Schenectady,NY,12308
HFA,Staten Island,NY,10304
HFA,Buffalo,NY,14202
HFA,Yonkers,NY,10701
HFA,Brooklyn,NY,11216
HFA,Bronx,NY,10452
HFA,Binghamton,NY,13905
HFA,Penn Yan,NY,14424
HFA,Newburgh,NY,12566
HFA,Oneonta,NY,13820
HFA,Liberty,NY,12754
HFA,Oneida,NY,13421
HFA,Troy,NY,12180
HFA,Hornell,NY,14843
HFA,Kingston,NY,12401
HFA,Brooklyn,NY,11226
HFA,New York,NY,10033
HFA,Auburn,NY,13021
HFA,Hamden,NY,13782
HFA,Herkimer,NY,13350
HFA,Bay Shore,NY,11706
HFA,Owego,NY,13827
HFA,Bronx,NY,10462
HFA,Brooklyn,NY,11212
HFA,New York,NY,10002
HFA,Albany,NY,14891
HFA,Brooklyn,NY,11220
HFA,Oswego,NY,13126
HFA,Hudson,NY,12534
HFA,Watertown,NY,13601
HFA,Cincinnati,OH,45205
HFA,Cincinnati,OH,45227
HFA,Harrison,OH,45030
HFA,Cincinnati,OH,45230
HFA,Hamilton,OH,45011
HFA,Cincinnati,OH,45205
HFA,Toledo,OH,43604
HFA,Piketon,OH,45661
HFA,McArthur,OH,45651
HFA,Marion,OH,43302
HFA,Springfield,OH,44035
HFA,Warren,OH,44483
HFA,Youngstown,OH,44512
HFA,Wapakoneta,OH,45895
HFA,Wooster,OH,44691
HFA,Sidney,OH,45365
HFA,Columbus,OH,43215
HFA,Lorain,OH,44055
HFA,Dayton,OH,45417
HFA,Logan,OH,43138
HFA,Elyria,OH,44483
HFA,Cleveland,OH,44115
HFA,Mansfield,OH,44902
HFA,Canton,OH,44709
HFA,St. Clairsville,OH,43950
HFA,Highland Hills,OH,44128
HFA,Columbus,OH,43205
HFA,Norwalk,OH,44857
HFA,Columbus,OH,43026
HFA,Cincinnati,OH,45239
HFA,Portsmouth,OH,45662
HFA,Cadiz,OH,43910
HFA,Athens,OH,45701
HFA,Mt. Vernon,OH,43050
HFA,Ashtabula,OH,44004
HFA,Napoleon,OH,43545
HFA,Akron,OH,44313
HFA,Sandusky,OH,44870
HFA,Wilmington,OH,45177
HFA,Xenia,OH,45385
HFA,Cheshire,OH,45760
HFA,Coshocton,OH,43812
HFA,Bucyrus,OH,44820
HFA,Washington Court House,OH,43160
HFA,Van Wert,OH,45891
HFA,Lisbon,OH,44432
HFA,Cleveland,OH,44104
HFA,Steubenville,OH,43952
HFA,Caldwell,OH,43724
HFA,Lebanon,OH,45036
HFA,Greenfield,OH,45123
HFA,New Philadelphia,OH,44663
HFA,Marietta,OH,45750
HFA,Troy,OH,45373
HFA,Hillsboro,OH,45133
HFA,Greenville,OH,45331
HFA,Zanesville,OH,43701
HFA,Oklahoma City,OK,73101
HFA,Corvallis,OR,97333
HFA,Tillamook,OR,97141
HFA,Hillsboro,OR,97123
HFA,Salem,OR,97301
HFA,Eugene,OR,97401
HFA,Grants Pass,OR,97526
HFA,Hood River,OR,97031
HFA,Clackamas,OR,97015
HFA,Bend,OR,97701
HFA,Roseburg,OR,97470
HFA,John Day,OR,97845
HFA,St. Helens,OR,97051
HFA,North Bend,OR,97420
HFA,Portland,OR,97211
HFA,Hermiston,OR,97838
HFA,Enterprise,OR,97828
HFA,McMinnville,OR,97128
HFA,Lewistown,PA,17044
HFA,Erie,PA,16506
HFA,Philadelphia,PA,19130
HFA,Wilkinsburg,PA,15221
HFA,San Juan,PR,00936
HFA,San Juan,PR,00936
HFA,Woonsocket,RI,02895
HFA,Providence,RI,02903
HFA,Newport,RI,02840
HFA,Providence,RI,02905
HFA,Providence,RI,02905
HFA,Pawtucket,RI,02860
HFA,Narragansett,RI,02882
HFA,Providence,RI,02906
HFA,Cranston,RI,02920
HFA,Greenwood,SC,29646
HFA,Easley,SC,29640
HFA,Barnwell,SC,29812
HFA,Georgetown,SC,29440
HFA,North Charleston,SC,29406
HFA,Shelbyville,TN,37160
HFA,Memphis,TN,38103
HFA,Knoxville,TN,37921
HFA,Nashville,TN,37216
HFA,Oak Ridge,TN,37830
HFA,Nashville,TN,37220
HFA,Livington,TN,38570
HFA,Jackson,TN,38301
HFA,Clarksville,TN,37040
HFA,Columbia,TN,38401
HFA,Martin,TN,38238
HFA,Chattanooga,TN,37405
HFA,Tullahoma,TN,37388
HFA,Austin,TX,78701
HFA,San Angelo,TX,76904
HFA,Houston,TX,77074
HFA,Price,UT,84501
HFA,Hampton,VA,23669
HFA,Manassas,VA,20110
HFA,Martinsville,VA,24112
HFA,Richmond,VA,23220
HFA,Chesterfield,VA,23832
HFA,Culpeper,VA,22701
HFA,Danville,VA,24540
HFA,Fairfax,VA,22035
HFA,Lynchburg,VA,24503
HFA,Newport News,VA,23605
HFA,Alexandria,VA,22302
HFA,Harrisonburg,VA,22801
HFA,Quinton,VA,23124
HFA,Hopewell,VA,23860
HFA,Sterling,VA,20166
HFA,Winchester,VA,22601
HFA,Petersburg,VA,23803
HFA,Fredericksburg,VA,22408
HFA,Woodstock,VA,22664
HFA,Urbanna,VA,23175
HFA,Virginia Beach,VA,23462
HFA,Charlottesville,VA,22902
HFA,Suffolk,VA,23434
HFA,Big Stone Gap,VA,24219
HFA,Alexandria,VA,22302
HFA,Warrenton,VA,20186
HFA,Stanley,VA,22851
HFA,Richmond,VA,23223
HFA,South Boston,VA,24592
HFA,Roanoke,VA,24016
HFA,Christiansted,VI,00820
HFA,Waukesha,WI,53188
HFA,La Crosse,WI,54601
HFA,Green Bay,WI,54301
HFA,Rhinelander,WI,54501
HFA,Janesville,WI,53545
HFA,Milwaukee,WI,53204
HFA,St. Croix Chippewa Indians of Wisconsin,WI,54893
HFA,Sokaogon Chippewa Community,WI,54520
HFA,Bad River Band of Lake Superior Tribe of Chippewa Indians,WI,54806
HFA,Siren,WI,54872
HFA,Hayward,WI,54843
HFA,Franksville,WI,53126
HFA,Lac du Flambeau,WI,54538
HFA,Wausau,WI,54401
HFA,Huntington,WV,25701
HIPPY,Evergreen,AL,36401
HIPPY,Alexander City,AL,35010
HIPPY,Dothan,AL,36301
HIPPY,Grove Hill,AL,36451
HIPPY,Selma,AL,36703
HIPPY,Wetumpka,AL,36092
HIPPY,Eufaula,AL,36027
HIPPY,Fort Payne,AL,35967
HIPPY,Atmore,AL,36502
HIPPY,Mobile,AL,36617
HIPPY,Spanish Fort,AL,36527
HIPPY,Greenville,AL,36037
HIPPY,Monroeville,AL,36461
HIPPY,Tuskegee Institute,AL,36083
HIPPY,Madison,AL,35758
HIPPY,Montgomery,AL,36108
HIPPY,Marion,AL,36756
HIPPY,Sylacauga,AL,35150
HIPPY,Columbiana,AL,35051
HIPPY,Pike Road,AL,36064
HIPPY,Tuscaloosa,AL,35403
HIPPY,Jasper,AL,35501
HIPPY,Weogufka,AL,35183
HIPPY,Camden,AL,36726
HIPPY,Pine Bluff,AR,71601
HIPPY,Pine Bluff,AR,71601
HIPPY,Pine Bluff,AR,71601
HIPPY,Pine Bluff,AR,71601
HIPPY,Pine Bluff,AR,71601
HIPPY,Benton,AR,72015
HIPPY,Siloam Springs,AR,72761
HIPPY,West Fork,AR,72774
HIPPY,Little Rock,AR,72204
HIPPY,Arkadelphia,AR,71923
HIPPY,Bryant,AR,72022
HIPPY,Nashville,AR,71852
HIPPY,Earle,AR,72331
HIPPY,Brinkley,AR,72021
HIPPY,Marianna,AR,72360
HIPPY,Greenbrier,AR,72058
HIPPY,Heber Springs,AR,72543
HIPPY,Jonesboro,AR,72401
HIPPY,Jonesboro,AR,72401
HIPPY,Shirley,AR,72153
HIPPY,Blytheville,AR,72316-1289
HIPPY,Calico Rock,AR,72519
HIPPY,Walnut Ridge,AR,72476
HIPPY,Valley Springs,AR,72682
HIPPY,Camden,AR,71701
HIPPY,Jacksonville,AR,72076
HIPPY,Quitman,AR,72131
HIPPY,Rogers,AR,72756
HIPPY,Crossett,AR,71635
HIPPY,McGehee,AR,71654
HIPPY,Star City,AR,71667
HIPPY,Batesville,AR,72501
HIPPY,Hope,AR,71801
HIPPY,West Memphis,AR,72301
HIPPY,Judsonia,AR,72801
HIPPY,Searcy,AR,72145
HIPPY,England,AR,72046
HIPPY,Lonoke,AR,72086
HIPPY,Hazen,AR,72064
HIPPY,Riverside,CA,92509
HIPPY,El Centro,CA,92243
HIPPY,Pueblo,CO,81003
HIPPY,Denver,CO,80204
HIPPY,Denver,CO,80216
HIPPY,Lakewood,CO,80226
HIPPY,Commerce City,CO,80022
HIPPY,Greely,CO,80634
HIPPY,Washington,DC,20001
HIPPY,Washington,DC,20010
HIPPY,Tampa,FL,33687
HIPPY,Starke,FL,32091
HIPPY,Palatka,FL,32178
HIPPY,Riviera Beach,FL,33404
HIPPY,Miami,FL,33134
HIPPY,Naples,FL,34104
HIPPY,North Lauderdale,FL,33068
HIPPY,Miami,FL,33161
HIPPY,Quincy,FL,32351
HIPPY,Jasper,FL,32052
HIPPY,Bradenton,FL,34208
HIPPY,Sarasota,FL,34475
HIPPY,Miami,FL,33132
HIPPY,Wewahitchka,FL,32465
HIPPY,St. Petersburg,FL,33709
HIPPY,Sarasota,FL,34237
HIPPY,Arcadia,FL,34266
HIPPY,Wauchula,FL,33873
HIPPY,Gainesville,FL,32601
HIPPY,Honolulu,HI,96819
HIPPY,Kailua-Kona,HI,96740
HIPPY,Wailuku,HI,96793
HIPPY,Chicago,IL,60644
HIPPY,Newport,KY,45248
HIPPY,Baton Rouge,LA,70821
HIPPY,Huntingtown,MD,20639
HIPPY,Baltimore,MD,21217
HIPPY,Snow Hill,MD,21863
HIPPY,Lexington,MS,39095
HIPPY,Raleigh,NC,27609
HIPPY,Englewood,NJ,7631
HIPPY,Taos,NM,87571
HIPPY,Las Vegas,NV,89121
HIPPY,Sparks,NV,89431
HIPPY,Reno,NV,89502
HIPPY,Bronx,NY,10452
HIPPY,Cleveland,OH,44101
HIPPY,Cincinnati,OH,45202
HIPPY,Philadelphia,PA,19146
HIPPY,San Antonio,TX,78212
HIPPY,Amarillo,TX,79101
HIPPY,Dallas,TX,75244
HIPPY,McAllen,TX,78505
HIPPY,Corpus Christi,TX,78401
HIPPY,Houston,TX,77092
HIPPY,Irving,TX,75061
HIPPY,Dallas,TX,75240
HIPPY,Odessa,TX,79762
HIPPY,Longview,TX,75601
HIPPY,Wichita Falls,TX,76307
HIPPY,Dunn Loring,VA,22027
HIPPY,Milwaukee,WI,53212
HIPPY,Milwaukee,WI,53210
MECSH,,VT,05038
MECSH,,VT,05089
MECSH,,VT,05301
MECSH,,VT,05446
MECSH,,VT,05488
MECSH,,VT,05641
MECSH,,VT,05661
MECSH,,VT,05701
MECSH,,VT,05819
MTB,New Haven,CT,06519
MTB,Norwalk,CT,06850
MTB,Stamford,CT,06902
MTB,Miami,FL,33128
NFP,Anchorage,AK,99508
NFP,Anchorage,AK,99508
NFP,Tuscaloosa,AL,35401
NFP,Montgomery,AL,36106
NFP,Birmingham,AL,35294
NFP,Forrest City,AR,72336
NFP,Phoenix,AZ,85008
NFP,Tucson,AZ,85705
NFP,Phoenix,AZ,85012
NFP,Tucson,AZ,85714
NFP,San Diego,CA,92105
NFP,San Diego,CA,92123
NFP,Escondido,CA,92025
NFP,Oceanside,CA,92054
NFP,Los Angeles,CA,90015
NFP,San Francisco,CA,94102
NFP,Martinez,CA,94553
NFP,San Mateo,CA,94403
NFP,Modesto,CA,95353
NFP,Bakersfield,CA,93306
NFP,Chula Vista,CA,91911
NFP,Fresno,CA,93775
NFP,El Cajon,CA,92020
NFP,Los Angeles,CA,90005
NFP,Riverside,CA,92503
NFP,Sacramento,CA,95827
NFP,San Luis Obispo,CA,93401
NFP,Santa Ana,CA,92706
NFP,Sunnyvale,CA,94086
NFP,Redding,CA,96001
NFP,San Leandro,CA,94577
NFP,Fairfield,CA,94533
NFP,Eureka,CA,95501
NFP,Santa Rosa,CA,95404
NFP,Santa Cruz,CA,95060
NFP,Salinas,CA,93906
NFP,Alamosa,CO,81101
NFP,Boulder,CO,80304
NFP,Colorado Springs,CO,80907
NFP,Denver,CO,80204
NFP,Denver,CO,80221
NFP,Durango,CO,81301
NFP,Eagle,CO,81631
NFP,Fort Collins,CO,80524
NFP,Frisco,CO,80443
NFP,Glenwood Springs,CO,81601
NFP,Lakewood,CO,80215
NFP,Grand Junction,CO,81504
NFP,Greeley,CO,80631
NFP,Greenwood Village,CO,80111
NFP,Lamar,CO,81052
NFP,Montrose,CO,81401
NFP,Pueblo,CO,81001
NFP,Steamboat Springs,CO,80487
NFP,Burlington,CO,80807
NFP,Yuma,CO,80759
NFP,Colorado Springs,CO,80918
NFP,Cortez,CO,81321
NFP,Waterford,CT,06385
NFP,Wilmington,DE,19802
NFP,West Palm Beach,FL,33401
NFP,St. Petersburg,FL,33701
NFP,Fort Myers,FL,33901
NFP,Jacksonville,FL,32211
NFP,Hollywood,FL,33020
NFP,Doral,FL,33172
NFP,Quincy,FL,32353
NFP,Bartow,FL,33830
NFP,Lakeland,FL,33815
NFP,Orlando,FL,32804
NFP,Tampa,FL,33607
NFP,Perry,GA,31069
NFP,Des Moines,IA,50314
NFP,Council Bluffs,IA,51503
NFP,Clinton,IA,52732
NFP,Hayden,ID,83835
NFP,Caldwell,ID,83607
NFP,Aurora,IL,60506
NFP,Mt. Vernon,IL,62864
NFP,Springfield,IL,62794
NFP,Urbana,IL,61801
NFP,Indianapolis,IN,46278
NFP,Ft. Wayne,IN,46807
NFP,Bloomington,IN,47401
NFP,Topeka,KS,66606
NFP,Olathe,KS,66061
NFP,Alexandria,LA,71301
NFP,Baton Rouge,LA,70802
NFP,Covington,LA,70433
NFP,Houma,LA,70360
NFP,Jonesville,LA,71343
NFP,Lafayette,LA,70508
NFP,Lake Charles,LA,70601
NFP,New Orleans,LA,70112
NFP,Monroe,LA,71201
NFP,Natchitoches,LA,71457
NFP,Shreveport,LA,71108
NFP,Eunice,LA,70535
NFP,Livingston,LA,70754
NFP,Baltimore,MD,21205
NFP,Battle Creek,MI,49014
NFP,Detroit,MI,48202
NFP,Lansing,MI,48909
NFP,Benton Harbor,MI,49022
NFP,Grand Rapids,MI,49503
NFP,Kalamazoo,MI,49074
NFP,Pontiac,MI,48341
NFP,Saginaw,MI,48602
NFP,Flint,MI,48503
NFP,Warren,MI,48089
NFP,White Earth,MN,56591
NFP,Cloquet,MN,55720
NFP,Duluth,MN,55802
NFP,Fergus Falls,MN,56537
NFP,Glencoe,MN,55336
NFP,Moorhead,MN,56560
NFP,Minneapolis,MN,55413
NFP,Mora,MN,55051
NFP,Maplewood,MN,55109
NFP,Anoka,MN,55303
NFP,Long Prairie,MN,56347
NFP,St. Cloud,MN,56303
NFP,Buffalo,MN,55313
NFP,Cape Girardeau,MO,63701
NFP,Kansas City,MO,64108
NFP,St. Louis,MO,63121
NFP,Billings,MT,59101
NFP,Winston-Salem,NC,27101
NFP,Cherokee,NC,28719
NFP,Gastonia,NC,28052
NFP,Charlotte,NC,28202
NFP,Greensboro,NC,27406
NFP,Lumberton,NC,28356
NFP,Raleigh,NC,27610
NFP,Shelby,NC,28150
NFP,Marion,NC,28752
NFP,Jackson,NC,27845
NFP,Asheville,NC,28801
NFP,Greenville,NC,27834
NFP,Reidsville,NC,27320
NFP,Webster,NC,28788
NFP,Fargo,ND,58103
NFP,Camden,NJ,08104
NFP,East Orange,NJ,07107
NFP,Glassboro,NJ,08028
